Facility Name,indicator_number,site_id,Indicator Name,newly_reg_in_quarter,cumulative_ever_reg,reporting_period
Ngokwe Health Centre,34,544,Non-pregnant Females (all ages),16.0,1317.0,Q1 2025
Ngokwe Health Centre,35,544,Pregnant Females (all ages),8.0,889.0,Q1 2025
Ngokwe Health Centre,333435,544,Without gender (all ages),0.0,0.0,Q1 2025
Ngokwe Health Centre,36,544,Children below 24m at ART initiation,2.0,89.0,Q1 2025
Ngokwe Health Centre,37,544,Children 24m - 14 yrs at ART initiation,2.0,194.0,Q1 2025
Ngokwe Health Centre,38,544,Adults 15 years+ at ART initiation,29.0,3141.0,Q1 2025
Ngokwe Health Centre,39,544,Pres.Sev.HIV disease age < 12m,0.0,8.0,Q1 2025
Ngokwe Health Centre,40,544,PCR Infants < 12 mths PCR,0.0,6.0,Q1 2025
Ngokwe Health Centre,41,544,U5 Children 12 - 59 mths,1.0,69.0,Q1 2025
Ngokwe Health Centre,42,544,Pregnant women,7.0,473.0,Q1 2025
Ngokwe Health Centre,43,544,Breastfeeding mothers,1.0,173.0,Q1 2025
Ngokwe Health Centre,44,544,CD4 below threshold,0.0,208.0,Q1 2025
Ngokwe Health Centre,45,544,Asymptomatic / mild,23.0,1681.0,Q1 2025
Ngokwe Health Centre,46,544,WHO Stage 3,1.0,666.0,Q1 2025
Ngokwe Health Centre,47,544,WHO Stage 4,0.0,140.0,Q1 2025
Ngokwe Health Centre,48,544,Unknown / reason outside guidelines,0.0,0.0,Q1 2025
Ngokwe Health Centre,49,544,Never TB / TB over 2 years ago,33.0,3410.0,Q1 2025
Ngokwe Health Centre,50,544,TB within the last 2 years,0.0,9.0,Q1 2025
Ngokwe Health Centre,51,544,Current episode of TB,0.0,5.0,Q1 2025
Ngokwe Health Centre,52,544,Kaposis Sarcoma,0.0,3.0,Q1 2025
Ngokwe Health Centre,53,544,Total alive and on ART,,1414.0,Q1 2025
Ngokwe Health Centre,54,544,M1 Died within the 1st month after ART initiation,,28.0,Q1 2025
Ngokwe Health Centre,55,544,M2 Died within the 2nd month after ART initiation,,26.0,Q1 2025
Ngokwe Health Centre,56,544,M3 Died within the 3rd month after ART initiation,,21.0,Q1 2025
Ngokwe Health Centre,57,544,M4+ Died after the end of the 3rd month after ART initiation,,144.0,Q1 2025
Ngokwe Health Centre,58,544,Died total,,219.0,Q1 2025
Ngokwe Health Centre,59,544,Defaulted (more than 2 months overdue after expected to have run out of ARVs),,1053.0,Q1 2025
Ngokwe Health Centre,60,544,"Stopped taking ARVs (clinician or patient own decision, last known alive)",,11.0,Q1 2025
Ngokwe Health Centre,61,544,Transferred Out,,727.0,Q1 2025
Ngokwe Health Centre,64,544,Regimen 0P,,0.0,Q1 2025
Ngokwe Health Centre,64,544,Regimen 0A,,0.0,Q1 2025
Ngokwe Health Centre,65,544,Regimen 2P,,0.0,Q1 2025
Ngokwe Health Centre,65,544,Regimen 2A,,0.0,Q1 2025
Ngokwe Health Centre,66,544,Regimen 4PP,,0.0,Q1 2025
Ngokwe Health Centre,66,544,Regimen 4PA,,0.0,Q1 2025
Ngokwe Health Centre,66,544,Regimen 4A,,0.0,Q1 2025
Ngokwe Health Centre,67,544,Regimen 5A,,0.0,Q1 2025
Ngokwe Health Centre,68,544,Regimen 6A,,0.0,Q1 2025
Ngokwe Health Centre,69,544,Regimen 7A,,0.0,Q1 2025
Ngokwe Health Centre,70,544,Regimen 8A,,0.0,Q1 2025
Ngokwe Health Centre,71,544,Regimen 9PP,,0.0,Q1 2025
Ngokwe Health Centre,71,544,Regimen 9PA,,0.0,Q1 2025
Ngokwe Health Centre,71,544,Regimen 9A,,0.0,Q1 2025
Ngokwe Health Centre,72,544,Regimen 10A,,0.0,Q1 2025
Ngokwe Health Centre,73,544,Regimen 11PP,,0.0,Q1 2025
Ngokwe Health Centre,73,544,Regimen 11PA,,0.0,Q1 2025
Ngokwe Health Centre,73,544,Regimen 11A,,0.0,Q1 2025
Ngokwe Health Centre,74,544,Regimen 12PP,,0.0,Q1 2025
Ngokwe Health Centre,74,544,Regimen 12PA,,0.0,Q1 2025
Ngokwe Health Centre,74,544,Regimen 12A,,0.0,Q1 2025
Ngokwe Health Centre,75,544,Regimen 13A,,1361.0,Q1 2025
Ngokwe Health Centre,76,544,Regimen 14PP,,0.0,Q1 2025
Ngokwe Health Centre,76,544,Regimen 14PA,,0.0,Q1 2025
Ngokwe Health Centre,76,544,Regimen 14A,,1.0,Q1 2025
Ngokwe Health Centre,77,544,Regimen 15PP,,27.0,Q1 2025
Ngokwe Health Centre,77,544,Regimen 15PA,,16.0,Q1 2025
Ngokwe Health Centre,77,544,Regimen 15A,,9.0,Q1 2025
Ngokwe Health Centre,78,544,Regimen 16A,,0.0,Q1 2025
Ngokwe Health Centre,78,544,Regimen 16P,,0.0,Q1 2025
Ngokwe Health Centre,79,544,Regimen 17PP,,0.0,Q1 2025
Ngokwe Health Centre,79,544,Regimen 17PA,,0.0,Q1 2025
Ngokwe Health Centre,79,544,Regimen 17A,,0.0,Q1 2025
Ngokwe Health Centre,80,544,Other (paed./adult),,0.0,Q1 2025
Ngokwe Health Centre,81,544,Pregnant (as of the last visit before end of quarter),,26.0,Q1 2025
Ngokwe Health Centre,82,544,Breastfeeding (as of the last visit before end of quarter),,125.0,Q1 2025
Ngokwe Health Centre,83,544,All others (not circled) (as of the last visit before end of quarter),,1263.0,Q1 2025
Ngokwe Health Centre,84,544,TB not suspected (as of the last visit before end of quarter),,1382.0,Q1 2025
Ngokwe Health Centre,85,544,TB suspected (as of the last visit before end of quarter),,26.0,Q1 2025
Ngokwe Health Centre,87,544,"TB conf., on Rx (as of the last visit before end of quarter)",,4.0,Q1 2025
Ngokwe Health Centre,88,544,TB - Unknown (not circled) (as of the last visit before end of quarter),,2.0,Q1 2025
Ngokwe Health Centre,89,544,Side effects - None (as of the last visit before end of quarter),,1376.0,Q1 2025
Ngokwe Health Centre,91,544,Side effects - Unknown (not circled) (as of the last visit before end of quarter),,38.0,Q1 2025
Ngokwe Health Centre,92,544,Adherence:  0 - 3 doses missed (as of the last visit before end of quarter),,702.0,Q1 2025
Ngokwe Health Centre,93,544,Adherence:  4+ doses missed (as of the last visit before end of quarter),,679.0,Q1 2025
Ngokwe Health Centre,94,544,Adherence - Unknown (not circled) (as of the last visit before end of quarter),,33.0,Q1 2025
Ngokwe Health Centre,97,544,PIFP: Approx. % of women who received Depo at ART in the last quarter,,25.0,Q1 2025
Ngokwe Health Centre,98,544,BP screen: Approx. % of adult ART patients with BP recorded at least once this year,,17.0,Q1 2025
Ngokwe Health Centre,96,544,IPT: Approx. % of patients retained in ART who are currently on IPT,,1.0,Q1 2025
Ngokwe Health Centre,96,544,CPT: Approx. % of patients retained in ART who are currently on CPT,,60.0,Q1 2025
Facility Name,indicator_number,site_id,Indicator Name,newly_reg_in_quarter,cumulative_ever_reg,reporting_period
Ngoni Health Centre,25,545,total_registered,8.0,822.0,Q1 2025
Ngoni Health Centre,26,545,FT_patients_initiated - Male,0.0,177.0,Q1 2025
Ngoni Health Centre,27,545,FT_patients_initiated - Female Non-pregnant,8.0,279.0,Q1 2025
Ngoni Health Centre,28,545,FT_patients_initiated - Female Pregnant,0.0,71.0,Q1 2025
Ngoni Health Centre,31,545,Re_patients_reinitiated_on_ART,0.0,6.0,Q1 2025
Ngoni Health Centre,32,545,TI_patients_transfered_in_on_ART,0.0,289.0,Q1 2025
Ngoni Health Centre,33,545,Male (all ages),0.0,272.0,Q1 2025
Ngoni Health Centre,34,545,Non-pregnant Females (all ages),8.0,441.0,Q1 2025
Ngoni Health Centre,35,545,Pregnant Females (all ages),0.0,109.0,Q1 2025
Ngoni Health Centre,333435,545,Without gender (all ages),0.0,0.0,Q1 2025
Ngoni Health Centre,36,545,Children below 24m at ART initiation,0.0,22.0,Q1 2025
Ngoni Health Centre,37,545,Children 24m - 14 yrs at ART initiation,0.0,28.0,Q1 2025
Ngoni Health Centre,38,545,Adults 15 years+ at ART initiation,8.0,772.0,Q1 2025
Ngoni Health Centre,39,545,Pres.Sev.HIV disease age < 12m,0.0,2.0,Q1 2025
Ngoni Health Centre,40,545,PCR Infants < 12 mths PCR,0.0,1.0,Q1 2025
Ngoni Health Centre,41,545,U5 Children 12 - 59 mths,0.0,7.0,Q1 2025
Ngoni Health Centre,42,545,Pregnant women,0.0,99.0,Q1 2025
Ngoni Health Centre,43,545,Breastfeeding mothers,0.0,19.0,Q1 2025
Ngoni Health Centre,44,545,CD4 below threshold,0.0,27.0,Q1 2025
Ngoni Health Centre,45,545,Asymptomatic / mild,8.0,489.0,Q1 2025
Ngoni Health Centre,46,545,WHO Stage 3,0.0,115.0,Q1 2025
Ngoni Health Centre,47,545,WHO Stage 4,0.0,31.0,Q1 2025
Ngoni Health Centre,48,545,Unknown / reason outside guidelines,0.0,32.0,Q1 2025
Ngoni Health Centre,49,545,Never TB / TB over 2 years ago,8.0,822.0,Q1 2025
Ngoni Health Centre,50,545,TB within the last 2 years,0.0,0.0,Q1 2025
Ngoni Health Centre,52,545,Kaposis Sarcoma,0.0,9.0,Q1 2025
Ngoni Health Centre,53,545,Total alive and on ART,,255.0,Q1 2025
Ngoni Health Centre,54,545,M1 Died within the 1st month after ART initiation,,10.0,Q1 2025
Ngoni Health Centre,55,545,M2 Died within the 2nd month after ART initiation,,2.0,Q1 2025
Ngoni Health Centre,56,545,M3 Died within the 3rd month after ART initiation,,4.0,Q1 2025
Ngoni Health Centre,57,545,M4+ Died after the end of the 3rd month after ART initiation,,12.0,Q1 2025
Ngoni Health Centre,58,545,Died total,,28.0,Q1 2025
Ngoni Health Centre,59,545,Defaulted (more than 2 months overdue after expected to have run out of ARVs),,451.0,Q1 2025
Ngoni Health Centre,60,545,"Stopped taking ARVs (clinician or patient own decision, last known alive)",,1.0,Q1 2025
Ngoni Health Centre,61,545,Transferred Out,,87.0,Q1 2025
Ngoni Health Centre,64,545,Regimen 0P,,0.0,Q1 2025
Ngoni Health Centre,64,545,Regimen 0A,,0.0,Q1 2025
Ngoni Health Centre,65,545,Regimen 2P,,0.0,Q1 2025
Ngoni Health Centre,65,545,Regimen 2A,,0.0,Q1 2025
Ngoni Health Centre,66,545,Regimen 4PP,,0.0,Q1 2025
Ngoni Health Centre,66,545,Regimen 4PA,,0.0,Q1 2025
Ngoni Health Centre,66,545,Regimen 4A,,0.0,Q1 2025
Ngoni Health Centre,67,545,Regimen 5A,,0.0,Q1 2025
Ngoni Health Centre,68,545,Regimen 6A,,0.0,Q1 2025
Ngoni Health Centre,69,545,Regimen 7A,,0.0,Q1 2025
Ngoni Health Centre,70,545,Regimen 8A,,0.0,Q1 2025
Ngoni Health Centre,71,545,Regimen 9PP,,0.0,Q1 2025
Ngoni Health Centre,71,545,Regimen 9PA,,0.0,Q1 2025
Ngoni Health Centre,71,545,Regimen 9A,,0.0,Q1 2025
Ngoni Health Centre,72,545,Regimen 10A,,0.0,Q1 2025
Ngoni Health Centre,73,545,Regimen 11PP,,0.0,Q1 2025
Ngoni Health Centre,73,545,Regimen 11PA,,0.0,Q1 2025
Ngoni Health Centre,73,545,Regimen 11A,,0.0,Q1 2025
Ngoni Health Centre,74,545,Regimen 12PP,,0.0,Q1 2025
Ngoni Health Centre,74,545,Regimen 12PA,,0.0,Q1 2025
Ngoni Health Centre,74,545,Regimen 12A,,0.0,Q1 2025
Ngoni Health Centre,75,545,Regimen 13A,,252.0,Q1 2025
Ngoni Health Centre,76,545,Regimen 14PP,,0.0,Q1 2025
Ngoni Health Centre,76,545,Regimen 14PA,,0.0,Q1 2025
Ngoni Health Centre,76,545,Regimen 14A,,0.0,Q1 2025
Ngoni Health Centre,77,545,Regimen 15PP,,0.0,Q1 2025
Ngoni Health Centre,77,545,Regimen 15PA,,1.0,Q1 2025
Ngoni Health Centre,77,545,Regimen 15A,,2.0,Q1 2025
Ngoni Health Centre,78,545,Regimen 16A,,0.0,Q1 2025
Ngoni Health Centre,78,545,Regimen 16P,,0.0,Q1 2025
Ngoni Health Centre,79,545,Regimen 17PP,,0.0,Q1 2025
Ngoni Health Centre,79,545,Regimen 17PA,,0.0,Q1 2025
Ngoni Health Centre,79,545,Regimen 17A,,0.0,Q1 2025
Ngoni Health Centre,80,545,Other (paed./adult),,0.0,Q1 2025
Ngoni Health Centre,81,545,Pregnant (as of the last visit before end of quarter),,2.0,Q1 2025
Ngoni Health Centre,82,545,Breastfeeding (as of the last visit before end of quarter),,1.0,Q1 2025
Ngoni Health Centre,83,545,All others (not circled) (as of the last visit before end of quarter),,252.0,Q1 2025
Ngoni Health Centre,84,545,TB not suspected (as of the last visit before end of quarter),,255.0,Q1 2025
Ngoni Health Centre,88,545,TB - Unknown (not circled) (as of the last visit before end of quarter),,0.0,Q1 2025
Ngoni Health Centre,89,545,Side effects - None (as of the last visit before end of quarter),,244.0,Q1 2025
Ngoni Health Centre,91,545,Side effects - Unknown (not circled) (as of the last visit before end of quarter),,11.0,Q1 2025
Ngoni Health Centre,92,545,Adherence:  0 - 3 doses missed (as of the last visit before end of quarter),,49.0,Q1 2025
Ngoni Health Centre,93,545,Adherence:  4+ doses missed (as of the last visit before end of quarter),,193.0,Q1 2025
Ngoni Health Centre,94,545,Adherence - Unknown (not circled) (as of the last visit before end of quarter),,13.0,Q1 2025
Facility Name,indicator_number,site_id,Indicator Name,newly_reg_in_quarter,cumulative_ever_reg,reporting_period
Nguludi St Josephs Hospital,25,546,total_registered,48.0,9234.0,Q1 2025
Nguludi St Josephs Hospital,26,546,FT_patients_initiated - Male,16.0,3040.0,Q1 2025
Nguludi St Josephs Hospital,27,546,FT_patients_initiated - Female Non-pregnant,15.0,4037.0,Q1 2025
Nguludi St Josephs Hospital,28,546,FT_patients_initiated - Female Pregnant,5.0,928.0,Q1 2025
Nguludi St Josephs Hospital,31,546,Re_patients_reinitiated_on_ART,2.0,54.0,Q1 2025
Nguludi St Josephs Hospital,32,546,TI_patients_transfered_in_on_ART,10.0,1175.0,Q1 2025
Nguludi St Josephs Hospital,33,546,Male (all ages),18.0,3438.0,Q1 2025
Nguludi St Josephs Hospital,34,546,Non-pregnant Females (all ages),24.0,4158.0,Q1 2025
Nguludi St Josephs Hospital,35,546,Pregnant Females (all ages),6.0,1638.0,Q1 2025
Nguludi St Josephs Hospital,333435,546,Without gender (all ages),0.0,0.0,Q1 2025
Nguludi St Josephs Hospital,36,546,Children below 24m at ART initiation,0.0,135.0,Q1 2025
Nguludi St Josephs Hospital,37,546,Children 24m - 14 yrs at ART initiation,4.0,510.0,Q1 2025
Nguludi St Josephs Hospital,38,546,Adults 15 years+ at ART initiation,44.0,8589.0,Q1 2025
Nguludi St Josephs Hospital,39,546,Pres.Sev.HIV disease age < 12m,0.0,7.0,Q1 2025
Nguludi St Josephs Hospital,40,546,PCR Infants < 12 mths PCR,0.0,11.0,Q1 2025
Nguludi St Josephs Hospital,41,546,U5 Children 12 - 59 mths,0.0,54.0,Q1 2025
Nguludi St Josephs Hospital,42,546,Pregnant women,6.0,1082.0,Q1 2025
Nguludi St Josephs Hospital,43,546,Breastfeeding mothers,2.0,308.0,Q1 2025
Nguludi St Josephs Hospital,44,546,CD4 below threshold,1.0,1463.0,Q1 2025
Nguludi St Josephs Hospital,45,546,Asymptomatic / mild,28.0,2369.0,Q1 2025
Nguludi St Josephs Hospital,46,546,WHO Stage 3,9.0,2720.0,Q1 2025
Nguludi St Josephs Hospital,47,546,WHO Stage 4,2.0,1210.0,Q1 2025
Nguludi St Josephs Hospital,48,546,Unknown / reason outside guidelines,0.0,10.0,Q1 2025
Nguludi St Josephs Hospital,49,546,Never TB / TB over 2 years ago,41.0,8455.0,Q1 2025
Nguludi St Josephs Hospital,50,546,TB within the last 2 years,1.0,497.0,Q1 2025
Nguludi St Josephs Hospital,51,546,Current episode of TB,6.0,282.0,Q1 2025
Nguludi St Josephs Hospital,52,546,Kaposis Sarcoma,0.0,165.0,Q1 2025
Nguludi St Josephs Hospital,53,546,Total alive and on ART,,4375.0,Q1 2025
Nguludi St Josephs Hospital,54,546,M1 Died within the 1st month after ART initiation,,133.0,Q1 2025
Nguludi St Josephs Hospital,55,546,M2 Died within the 2nd month after ART initiation,,94.0,Q1 2025
Nguludi St Josephs Hospital,56,546,M3 Died within the 3rd month after ART initiation,,56.0,Q1 2025
Nguludi St Josephs Hospital,57,546,M4+ Died after the end of the 3rd month after ART initiation,,645.0,Q1 2025
Nguludi St Josephs Hospital,58,546,Died total,,928.0,Q1 2025
Nguludi St Josephs Hospital,59,546,Defaulted (more than 2 months overdue after expected to have run out of ARVs),,2132.0,Q1 2025
Nguludi St Josephs Hospital,60,546,"Stopped taking ARVs (clinician or patient own decision, last known alive)",,67.0,Q1 2025
Nguludi St Josephs Hospital,61,546,Transferred Out,,1732.0,Q1 2025
Nguludi St Josephs Hospital,64,546,Regimen 0P,,0.0,Q1 2025
Nguludi St Josephs Hospital,64,546,Regimen 0A,,0.0,Q1 2025
Nguludi St Josephs Hospital,65,546,Regimen 2P,,0.0,Q1 2025
Nguludi St Josephs Hospital,65,546,Regimen 2A,,0.0,Q1 2025
Nguludi St Josephs Hospital,66,546,Regimen 4PP,,0.0,Q1 2025
Nguludi St Josephs Hospital,66,546,Regimen 4PA,,0.0,Q1 2025
Nguludi St Josephs Hospital,66,546,Regimen 4A,,0.0,Q1 2025
Nguludi St Josephs Hospital,67,546,Regimen 5A,,1.0,Q1 2025
Nguludi St Josephs Hospital,68,546,Regimen 6A,,0.0,Q1 2025
Nguludi St Josephs Hospital,69,546,Regimen 7A,,0.0,Q1 2025
Nguludi St Josephs Hospital,70,546,Regimen 8A,,0.0,Q1 2025
Nguludi St Josephs Hospital,71,546,Regimen 9PP,,0.0,Q1 2025
Nguludi St Josephs Hospital,71,546,Regimen 9PA,,0.0,Q1 2025
Nguludi St Josephs Hospital,71,546,Regimen 9A,,0.0,Q1 2025
Nguludi St Josephs Hospital,72,546,Regimen 10A,,0.0,Q1 2025
Nguludi St Josephs Hospital,73,546,Regimen 11PP,,0.0,Q1 2025
Nguludi St Josephs Hospital,73,546,Regimen 11PA,,0.0,Q1 2025
Nguludi St Josephs Hospital,73,546,Regimen 11A,,0.0,Q1 2025
Nguludi St Josephs Hospital,74,546,Regimen 12PP,,0.0,Q1 2025
Nguludi St Josephs Hospital,74,546,Regimen 12PA,,0.0,Q1 2025
Nguludi St Josephs Hospital,74,546,Regimen 12A,,0.0,Q1 2025
Nguludi St Josephs Hospital,75,546,Regimen 13A,,4191.0,Q1 2025
Nguludi St Josephs Hospital,76,546,Regimen 14PP,,0.0,Q1 2025
Nguludi St Josephs Hospital,76,546,Regimen 14PA,,0.0,Q1 2025
Nguludi St Josephs Hospital,76,546,Regimen 14A,,74.0,Q1 2025
Nguludi St Josephs Hospital,77,546,Regimen 15PP,,36.0,Q1 2025
Nguludi St Josephs Hospital,77,546,Regimen 15PA,,21.0,Q1 2025
Nguludi St Josephs Hospital,77,546,Regimen 15A,,52.0,Q1 2025
Nguludi St Josephs Hospital,78,546,Regimen 16A,,0.0,Q1 2025
Nguludi St Josephs Hospital,78,546,Regimen 16P,,0.0,Q1 2025
Nguludi St Josephs Hospital,79,546,Regimen 17PP,,0.0,Q1 2025
Nguludi St Josephs Hospital,79,546,Regimen 17PA,,0.0,Q1 2025
Nguludi St Josephs Hospital,79,546,Regimen 17A,,0.0,Q1 2025
Nguludi St Josephs Hospital,80,546,Other (paed./adult),,0.0,Q1 2025
Nguludi St Josephs Hospital,81,546,Pregnant (as of the last visit before end of quarter),,59.0,Q1 2025
Nguludi St Josephs Hospital,82,546,Breastfeeding (as of the last visit before end of quarter),,217.0,Q1 2025
Nguludi St Josephs Hospital,83,546,All others (not circled) (as of the last visit before end of quarter),,4099.0,Q1 2025
Nguludi St Josephs Hospital,84,546,TB not suspected (as of the last visit before end of quarter),,4350.0,Q1 2025
Nguludi St Josephs Hospital,85,546,TB suspected (as of the last visit before end of quarter),,8.0,Q1 2025
Nguludi St Josephs Hospital,87,546,"TB conf., on Rx (as of the last visit before end of quarter)",,10.0,Q1 2025
Nguludi St Josephs Hospital,88,546,TB - Unknown (not circled) (as of the last visit before end of quarter),,7.0,Q1 2025
Nguludi St Josephs Hospital,89,546,Side effects - None (as of the last visit before end of quarter),,4336.0,Q1 2025
Nguludi St Josephs Hospital,90,546,Side effects - Any side effects (as of the last visit before end of quarter),,1.0,Q1 2025
Nguludi St Josephs Hospital,91,546,Side effects - Unknown (not circled) (as of the last visit before end of quarter),,38.0,Q1 2025
Nguludi St Josephs Hospital,92,546,Adherence:  0 - 3 doses missed (as of the last visit before end of quarter),,2621.0,Q1 2025
Nguludi St Josephs Hospital,93,546,Adherence:  4+ doses missed (as of the last visit before end of quarter),,1731.0,Q1 2025
Nguludi St Josephs Hospital,94,546,Adherence - Unknown (not circled) (as of the last visit before end of quarter),,23.0,Q1 2025
Nguludi St Josephs Hospital,97,546,PIFP: Approx. % of women who received Depo at ART in the last quarter,,3.0,Q1 2025
Nguludi St Josephs Hospital,98,546,BP screen: Approx. % of adult ART patients with BP recorded at least once this year,,7.0,Q1 2025
Nguludi St Josephs Hospital,96,546,IPT: Approx. % of patients retained in ART who are currently on IPT,,1.0,Q1 2025
Nguludi St Josephs Hospital,96,546,CPT: Approx. % of patients retained in ART who are currently on CPT,,25.0,Q1 2025
Facility Name,indicator_number,site_id,Indicator Name,newly_reg_in_quarter,cumulative_ever_reg,reporting_period
Ngwelero Health Centre,25,547,total_registered,26.0,3172.0,Q1 2025
Ngwelero Health Centre,26,547,FT_patients_initiated - Male,7.0,848.0,Q1 2025
Ngwelero Health Centre,27,547,FT_patients_initiated - Female Non-pregnant,8.0,1223.0,Q1 2025
Ngwelero Health Centre,28,547,FT_patients_initiated - Female Pregnant,3.0,470.0,Q1 2025
Ngwelero Health Centre,31,547,Re_patients_reinitiated_on_ART,0.0,27.0,Q1 2025
Ngwelero Health Centre,32,547,TI_patients_transfered_in_on_ART,8.0,604.0,Q1 2025
Ngwelero Health Centre,33,547,Male (all ages),8.0,1030.0,Q1 2025
Ngwelero Health Centre,34,547,Non-pregnant Females (all ages),15.0,1311.0,Q1 2025
Ngwelero Health Centre,35,547,Pregnant Females (all ages),3.0,831.0,Q1 2025
Ngwelero Health Centre,333435,547,Without gender (all ages),0.0,0.0,Q1 2025
Ngwelero Health Centre,36,547,Children below 24m at ART initiation,0.0,58.0,Q1 2025
Ngwelero Health Centre,37,547,Children 24m - 14 yrs at ART initiation,0.0,156.0,Q1 2025
Ngwelero Health Centre,38,547,Adults 15 years+ at ART initiation,26.0,2958.0,Q1 2025
Ngwelero Health Centre,39,547,Pres.Sev.HIV disease age < 12m,0.0,5.0,Q1 2025
Ngwelero Health Centre,40,547,PCR Infants < 12 mths PCR,0.0,6.0,Q1 2025
Ngwelero Health Centre,41,547,U5 Children 12 - 59 mths,0.0,52.0,Q1 2025
Ngwelero Health Centre,42,547,Pregnant women,4.0,554.0,Q1 2025
Ngwelero Health Centre,43,547,Breastfeeding mothers,2.0,203.0,Q1 2025
Ngwelero Health Centre,44,547,CD4 below threshold,0.0,255.0,Q1 2025
Ngwelero Health Centre,45,547,Asymptomatic / mild,20.0,1412.0,Q1 2025
Ngwelero Health Centre,46,547,WHO Stage 3,0.0,607.0,Q1 2025
Ngwelero Health Centre,47,547,WHO Stage 4,0.0,78.0,Q1 2025
Ngwelero Health Centre,48,547,Unknown / reason outside guidelines,0.0,0.0,Q1 2025
Ngwelero Health Centre,49,547,Never TB / TB over 2 years ago,26.0,3147.0,Q1 2025
Ngwelero Health Centre,50,547,TB within the last 2 years,0.0,13.0,Q1 2025
Ngwelero Health Centre,51,547,Current episode of TB,0.0,12.0,Q1 2025
Ngwelero Health Centre,52,547,Kaposis Sarcoma,0.0,21.0,Q1 2025
Ngwelero Health Centre,53,547,Total alive and on ART,,1871.0,Q1 2025
Ngwelero Health Centre,54,547,M1 Died within the 1st month after ART initiation,,21.0,Q1 2025
Ngwelero Health Centre,55,547,M2 Died within the 2nd month after ART initiation,,17.0,Q1 2025
Ngwelero Health Centre,56,547,M3 Died within the 3rd month after ART initiation,,7.0,Q1 2025
Ngwelero Health Centre,57,547,M4+ Died after the end of the 3rd month after ART initiation,,165.0,Q1 2025
Ngwelero Health Centre,58,547,Died total,,210.0,Q1 2025
Ngwelero Health Centre,59,547,Defaulted (more than 2 months overdue after expected to have run out of ARVs),,474.0,Q1 2025
Ngwelero Health Centre,60,547,"Stopped taking ARVs (clinician or patient own decision, last known alive)",,53.0,Q1 2025
Ngwelero Health Centre,61,547,Transferred Out,,564.0,Q1 2025
Ngwelero Health Centre,64,547,Regimen 0P,,0.0,Q1 2025
Ngwelero Health Centre,64,547,Regimen 0A,,0.0,Q1 2025
Ngwelero Health Centre,65,547,Regimen 2P,,0.0,Q1 2025
Ngwelero Health Centre,65,547,Regimen 2A,,0.0,Q1 2025
Ngwelero Health Centre,66,547,Regimen 4PP,,0.0,Q1 2025
Ngwelero Health Centre,66,547,Regimen 4PA,,0.0,Q1 2025
Ngwelero Health Centre,66,547,Regimen 4A,,0.0,Q1 2025
Ngwelero Health Centre,67,547,Regimen 5A,,1.0,Q1 2025
Ngwelero Health Centre,68,547,Regimen 6A,,0.0,Q1 2025
Ngwelero Health Centre,69,547,Regimen 7A,,0.0,Q1 2025
Ngwelero Health Centre,70,547,Regimen 8A,,1.0,Q1 2025
Ngwelero Health Centre,71,547,Regimen 9PP,,0.0,Q1 2025
Ngwelero Health Centre,71,547,Regimen 9PA,,0.0,Q1 2025
Ngwelero Health Centre,71,547,Regimen 9A,,0.0,Q1 2025
Ngwelero Health Centre,72,547,Regimen 10A,,0.0,Q1 2025
Ngwelero Health Centre,73,547,Regimen 11PP,,0.0,Q1 2025
Ngwelero Health Centre,73,547,Regimen 11PA,,0.0,Q1 2025
Ngwelero Health Centre,73,547,Regimen 11A,,0.0,Q1 2025
Ngwelero Health Centre,74,547,Regimen 12PP,,0.0,Q1 2025
Ngwelero Health Centre,74,547,Regimen 12PA,,0.0,Q1 2025
Ngwelero Health Centre,74,547,Regimen 12A,,0.0,Q1 2025
Ngwelero Health Centre,75,547,Regimen 13A,,1834.0,Q1 2025
Ngwelero Health Centre,76,547,Regimen 14PP,,1.0,Q1 2025
Ngwelero Health Centre,76,547,Regimen 14PA,,0.0,Q1 2025
Ngwelero Health Centre,76,547,Regimen 14A,,0.0,Q1 2025
Ngwelero Health Centre,77,547,Regimen 15PP,,8.0,Q1 2025
Ngwelero Health Centre,77,547,Regimen 15PA,,7.0,Q1 2025
Ngwelero Health Centre,77,547,Regimen 15A,,19.0,Q1 2025
Ngwelero Health Centre,78,547,Regimen 16A,,0.0,Q1 2025
Ngwelero Health Centre,78,547,Regimen 16P,,0.0,Q1 2025
Ngwelero Health Centre,79,547,Regimen 17PP,,0.0,Q1 2025
Ngwelero Health Centre,79,547,Regimen 17PA,,0.0,Q1 2025
Ngwelero Health Centre,79,547,Regimen 17A,,0.0,Q1 2025
Ngwelero Health Centre,80,547,Other (paed./adult),,0.0,Q1 2025
Ngwelero Health Centre,81,547,Pregnant (as of the last visit before end of quarter),,30.0,Q1 2025
Ngwelero Health Centre,82,547,Breastfeeding (as of the last visit before end of quarter),,105.0,Q1 2025
Ngwelero Health Centre,83,547,All others (not circled) (as of the last visit before end of quarter),,1736.0,Q1 2025
Ngwelero Health Centre,84,547,TB not suspected (as of the last visit before end of quarter),,1863.0,Q1 2025
Ngwelero Health Centre,85,547,TB suspected (as of the last visit before end of quarter),,5.0,Q1 2025
Ngwelero Health Centre,87,547,"TB conf., on Rx (as of the last visit before end of quarter)",,3.0,Q1 2025
Ngwelero Health Centre,88,547,TB - Unknown (not circled) (as of the last visit before end of quarter),,0.0,Q1 2025
