site_id,facility,indicator,sex,age_group,Date_Submitted,Returned <3 mo,Returned 3-5 mo,Returned 6+ mo
495,Mzimba District Hospital,TX_RTT,Female,15-19 years,2025-08-26 01:24:06.799090+00:00,4,0,0
495,Mzimba District Hospital,TX_RTT,Male,40-44 years,2025-08-26 01:24:06.799090+00:00,6,0,0
495,Mzimba District Hospital,TX_RTT,Female,40-44 years,2025-08-26 01:24:06.799090+00:00,6,0,0
495,Mzimba District Hospital,TX_RTT,Male,60-64 years,2025-08-26 01:24:06.799090+00:00,3,0,0
495,Mzimba District Hospital,TX_RTT,Female,30-34 years,2025-08-26 01:24:06.799090+00:00,7,0,0
495,Mzimba District Hospital,TX_RTT,Female,50-54 years,2025-08-26 01:24:06.799090+00:00,6,0,0
495,Mzimba District Hospital,TX_RTT,Male,25-29 years,2025-08-26 01:24:06.799090+00:00,7,0,0
495,Mzimba District Hospital,TX_RTT,FNP,All,2025-08-26 01:24:06.799090+00:00,51,0,0
495,Mzimba District Hospital,TX_RTT,Female,35-39 years,2025-08-26 01:24:06.799090+00:00,7,0,0
495,Mzimba District Hospital,TX_RTT,Male,35-39 years,2025-08-26 01:24:06.799090+00:00,6,0,0
495,Mzimba District Hospital,TX_RTT,Male,All,2025-08-26 01:24:06.799090+00:00,59,0,0
495,Mzimba District Hospital,TX_RTT,Male,45-49 years,2025-08-26 01:24:06.799090+00:00,11,0,0
495,Mzimba District Hospital,TX_RTT,Male,5-9 years,2025-08-26 01:24:06.799090+00:00,1,0,0
495,Mzimba District Hospital,TX_RTT,Female,25-29 years,2025-08-26 01:24:06.799090+00:00,8,0,0
