site_id,facility,indicator,sex,age_group,Date_Submitted,IIT <3 mo,IIT 3-5 mo,IIT 6+ mo,Patient died,Patient transferred out,Treatment stopped
689,Zomba Central Hospital,TX_ML,Female,20-24 years,2025-08-26 01:24:06.915492+00:00,1,1,8,0,0,0
689,Zomba Central Hospital,TX_ML,Female,25-29 years,2025-08-26 01:24:06.915492+00:00,4,1,4,0,3,0
689,Zomba Central Hospital,TX_ML,Female,30-34 years,2025-08-26 01:24:06.915492+00:00,1,2,8,0,1,0
689,Zomba Central Hospital,TX_ML,Female,35-39 years,2025-08-26 01:24:06.915492+00:00,0,0,10,0,1,0
689,Zomba Central Hospital,TX_ML,Female,40-44 years,2025-08-26 01:24:06.915492+00:00,1,0,11,1,0,0
689,Zomba Central Hospital,TX_ML,Female,45-49 years,2025-08-26 01:24:06.915492+00:00,0,0,7,0,0,0
689,Zomba Central Hospital,TX_ML,Female,50-54 years,2025-08-26 01:24:06.915492+00:00,0,0,1,0,0,0
689,Zomba Central Hospital,TX_ML,Female,5-9 years,2025-08-26 01:24:06.915492+00:00,0,0,5,0,0,0
689,Zomba Central Hospital,TX_ML,Female,60-64 years,2025-08-26 01:24:06.915492+00:00,0,0,2,0,0,0
689,Zomba Central Hospital,TX_ML,Female,70-74 years,2025-08-26 01:24:06.915492+00:00,0,0,1,0,0,0
689,Zomba Central Hospital,TX_ML,FNP,All,2025-08-26 01:24:06.915492+00:00,8,4,62,1,7,0
689,Zomba Central Hospital,TX_ML,Male,10-14 years,2025-08-26 01:24:06.915492+00:00,0,0,0,0,1,0
689,Zomba Central Hospital,TX_ML,Male,1-4 years,2025-08-26 01:24:06.915492+00:00,0,0,0,1,0,0
689,Zomba Central Hospital,TX_ML,Male,15-19 years,2025-08-26 01:24:06.915492+00:00,0,0,2,0,0,0
689,Zomba Central Hospital,TX_ML,Male,20-24 years,2025-08-26 01:24:06.915492+00:00,0,0,3,0,0,0
689,Zomba Central Hospital,TX_ML,Male,25-29 years,2025-08-26 01:24:06.915492+00:00,0,1,2,0,0,0
689,Zomba Central Hospital,TX_ML,Male,30-34 years,2025-08-26 01:24:06.915492+00:00,0,0,4,0,2,0
689,Zomba Central Hospital,TX_ML,Male,35-39 years,2025-08-26 01:24:06.915492+00:00,1,0,11,0,1,0
689,Zomba Central Hospital,TX_ML,Male,40-44 years,2025-08-26 01:24:06.915492+00:00,2,0,5,0,2,0
689,Zomba Central Hospital,TX_ML,Male,45-49 years,2025-08-26 01:24:06.915492+00:00,0,0,3,0,2,0
689,Zomba Central Hospital,TX_ML,Male,50-54 years,2025-08-26 01:24:06.915492+00:00,0,0,7,0,1,0
689,Zomba Central Hospital,TX_ML,Male,55-59 years,2025-08-26 01:24:06.915492+00:00,0,0,1,0,0,0
689,Zomba Central Hospital,TX_ML,Male,5-9 years,2025-08-26 01:24:06.915492+00:00,0,0,1,0,0,0
689,Zomba Central Hospital,TX_ML,Male,60-64 years,2025-08-26 01:24:06.915492+00:00,1,0,1,0,0,0
689,Zomba Central Hospital,TX_ML,Male,All,2025-08-26 01:24:06.915492+00:00,4,1,40,1,9,0
site_id,facility,indicator,sex,age_group,Date_Submitted,IIT <3 mo,IIT 3-5 mo,IIT 6+ mo,Patient died,Patient transferred out,Treatment stopped
843,Kachere Private Clinic,TX_ML,Male,50-54 years,2025-08-26 01:24:06.916857+00:00,0,0,1,0,0,0
843,Kachere Private Clinic,TX_ML,Male,40-44 years,2025-08-26 01:24:06.916857+00:00,0,0,7,0,1,0
843,Kachere Private Clinic,TX_ML,Male,45-49 years,2025-08-26 01:24:06.916857+00:00,0,0,7,0,0,0
843,Kachere Private Clinic,TX_ML,Female,35-39 years,2025-08-26 01:24:06.916857+00:00,0,1,4,0,0,0
843,Kachere Private Clinic,TX_ML,Male,65-69 years,2025-08-26 01:24:06.916857+00:00,0,0,3,0,0,0
843,Kachere Private Clinic,TX_ML,Female,30-34 years,2025-08-26 01:24:06.916857+00:00,1,0,0,0,1,0
843,Kachere Private Clinic,TX_ML,Female,55-59 years,2025-08-26 01:24:06.916857+00:00,0,0,1,0,0,0
843,Kachere Private Clinic,TX_ML,Male,20-24 years,2025-08-26 01:24:06.916857+00:00,0,0,1,0,0,0
843,Kachere Private Clinic,TX_ML,Male,1-4 years,2025-08-26 01:24:06.916857+00:00,0,0,1,0,0,0
843,Kachere Private Clinic,TX_ML,Female,70-74 years,2025-08-26 01:24:06.916857+00:00,0,0,1,0,0,0
843,Kachere Private Clinic,TX_ML,Male,55-59 years,2025-08-26 01:24:06.916857+00:00,0,0,2,0,0,0
843,Kachere Private Clinic,TX_ML,Female,25-29 years,2025-08-26 01:24:06.916857+00:00,0,0,1,0,0,0
843,Kachere Private Clinic,TX_ML,Female,20-24 years,2025-08-26 01:24:06.916857+00:00,0,0,1,0,0,0
843,Kachere Private Clinic,TX_ML,Male,30-34 years,2025-08-26 01:24:06.916857+00:00,0,0,3,0,0,0
843,Kachere Private Clinic,TX_ML,Female,40-44 years,2025-08-26 01:24:06.916857+00:00,0,0,3,0,0,0
843,Kachere Private Clinic,TX_ML,Female,50-54 years,2025-08-26 01:24:06.916857+00:00,0,0,1,0,0,0
843,Kachere Private Clinic,TX_ML,Female,45-49 years,2025-08-26 01:24:06.916857+00:00,0,0,5,0,0,0
843,Kachere Private Clinic,TX_ML,Male,All,2025-08-26 01:24:06.916857+00:00,0,0,28,0,1,0
843,Kachere Private Clinic,TX_ML,FNP,All,2025-08-26 01:24:06.916857+00:00,1,1,17,0,1,0
843,Kachere Private Clinic,TX_ML,Male,60-64 years,2025-08-26 01:24:06.916857+00:00,0,0,2,0,0,0
843,Kachere Private Clinic,TX_ML,Male,35-39 years,2025-08-26 01:24:06.916857+00:00,0,0,1,0,0,0
site_id,facility,indicator,sex,age_group,Date_Submitted,IIT <3 mo,IIT 3-5 mo,IIT 6+ mo,Patient died,Patient transferred out,Treatment stopped
848,Central Health Clinic Area 47,TX_ML,Female,40-44 years,2025-08-26 01:24:06.927244+00:00,0,0,1,0,0,0
848,Central Health Clinic Area 47,TX_ML,FNP,All,2025-08-26 01:24:06.927244+00:00,0,0,1,0,0,0
site_id,facility,indicator,sex,age_group,Date_Submitted,IIT <3 mo,IIT 3-5 mo,IIT 6+ mo,Patient died,Patient transferred out,Treatment stopped
8,Area 18 Urban Health Centre,TX_ML,Male,55-59 years,2025-08-26 01:24:06.839135+00:00,0,0,5,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Female,25-29 years,2025-08-26 01:24:06.839135+00:00,5,1,22,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Male,All,2025-08-26 01:24:06.839135+00:00,3,2,116,1,0,0
8,Area 18 Urban Health Centre,TX_ML,Female,30-34 years,2025-08-26 01:24:06.839135+00:00,2,1,37,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Male,25-29 years,2025-08-26 01:24:06.839135+00:00,0,0,6,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Female,40-44 years,2025-08-26 01:24:06.839135+00:00,0,1,35,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Male,5-9 years,2025-08-26 01:24:06.839135+00:00,0,0,3,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Male,35-39 years,2025-08-26 01:24:06.839135+00:00,2,0,21,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Female,55-59 years,2025-08-26 01:24:06.839135+00:00,0,0,6,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Female,45-49 years,2025-08-26 01:24:06.839135+00:00,0,0,13,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Female,20-24 years,2025-08-26 01:24:06.839135+00:00,1,0,16,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Male,15-19 years,2025-08-26 01:24:06.839135+00:00,0,0,3,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Female,60-64 years,2025-08-26 01:24:06.839135+00:00,0,0,6,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Female,80-84 years,2025-08-26 01:24:06.839135+00:00,0,0,1,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Male,45-49 years,2025-08-26 01:24:06.839135+00:00,0,1,18,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Male,70-74 years,2025-08-26 01:24:06.839135+00:00,0,0,1,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Male,20-24 years,2025-08-26 01:24:06.839135+00:00,1,0,3,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Female,35-39 years,2025-08-26 01:24:06.839135+00:00,3,0,34,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Male,50-54 years,2025-08-26 01:24:06.839135+00:00,0,0,10,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Female,50-54 years,2025-08-26 01:24:06.839135+00:00,0,0,10,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Male,60-64 years,2025-08-26 01:24:06.839135+00:00,0,0,1,0,0,0
8,Area 18 Urban Health Centre,TX_ML,FNP,All,2025-08-26 01:24:06.839135+00:00,4,1,160,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Female,10-14 years,2025-08-26 01:24:06.839135+00:00,0,0,5,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Female,15-19 years,2025-08-26 01:24:06.839135+00:00,1,0,3,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Male,40-44 years,2025-08-26 01:24:06.839135+00:00,0,0,25,1,0,0
8,Area 18 Urban Health Centre,TX_ML,Male,10-14 years,2025-08-26 01:24:06.839135+00:00,0,0,2,0,0,0
8,Area 18 Urban Health Centre,TX_ML,FP,All,2025-08-26 01:24:06.839135+00:00,8,2,8,0,0,0
8,Area 18 Urban Health Centre,TX_ML,FBF,All,2025-08-26 01:24:06.839135+00:00,0,0,20,0,0,0
8,Area 18 Urban Health Centre,TX_ML,Male,30-34 years,2025-08-26 01:24:06.839135+00:00,0,1,18,0,0,0
